Customer ID,Customer Name,Region,Segment
MM-17920,Michael Moore,West,Consumer
PW-19030,Pauline Webber,South,Corporate
SC-20440,Shaun Chance,West,Corporate
TS-21085,Thais Sissman,West,Consumer
MC-17425,Mark Cousins,South,Corporate
ME-17320,Maria Etezadi,South,Home Office
NH-18610,Nicole Hansen,Central,Corporate
MB-18085,Mick Brown,East,Consumer
KD-16495,Keith Dawkins,East,Corporate
KN-16390,Katherine Nockton,West,Corporate
NP-18685,Nora Pelletier,East,Home Office
CS-12505,Cindy Stewart,South,Consumer
MS-17770,Maxwell Schwartz,East,Consumer
CM-12655,Corinna Mitchell,West,Home Office
Co-12640,Corey-Lock,East,Consumer
TS-21370,Todd Sumrall,East,Corporate
JW-15220,Jane Waco,West,Corporate
JD-15790,John Dryer,Central,Consumer
PC-19000,Pauline Chand,West,Home Office
AR-10540,Andy Reiter,East,Consumer
AI-10855,Arianne Irving,East,Consumer
TB-21400,Tom Boeckenhauer,West,Consumer
PL-18925,Paul Lucas,Central,Home Office
GH-14425,Gary Hwang,West,Consumer
MP-18175,Mike Pelletier,West,Home Office
JM-15655,Jim Mitchum,East,Corporate
CL-11890,Carl Ludwig,East,Consumer
DB-13270,Deborah Brumfield,West,Home Office
IG-15085,Ivan Gibson,West,Consumer
BO-11425,Bobby Odegard,South,Consumer
AB-10150,Aimee Bixby,East,Consumer
JW-16075,Julia West,East,Consumer
EB-13750,Edward Becker,West,Corporate
SG-20470,Sheri Gordon,East,Consumer
CM-12190,Charlotte Melton,East,Consumer
AW-10840,Anthony Witt,Central,Consumer
MC-18100,Mick Crebagga,Central,Consumer
TT-21460,Tonja Turnell,Central,Home Office
VG-21805,Vivek Grady,South,Corporate
MY-18295,Muhammed Yedwab,Central,Corporate
RD-19480,Rick Duston,West,Consumer
DP-13390,Dennis Pardue,Central,Home Office
ML-17395,Marina Lichtenstein,West,Corporate
JC-15385,Jenna Caffey,West,Consumer
JG-15160,James Galang,West,Consumer
MC-17275,Marc Crier,South,Consumer
NW-18400,Natalie Webber,West,Consumer
TB-21280,Toby Braunhardt,East,Consumer
BS-11380,Bill Stewart,Central,Corporate
HH-15010,Hilary Holden,West,Corporate
CD-12280,Christina DeMoss,West,Consumer
TH-21100,Thea Hendricks,West,Consumer
MM-18055,Michelle Moray,West,Consumer
NS-18505,Neola Schneider,Central,Consumer
RB-19645,Robert Barroso,West,Corporate
SW-20455,Shaun Weien,South,Consumer
EB-13930,Eric Barreto,West,Consumer
PS-18760,Pamela Stobb,West,Consumer
HF-14995,Herbert Flentye,Central,Consumer
HZ-14950,Henia Zydlo,East,Consumer
CD-12790,Cynthia Delaney,West,Home Office
JK-15205,Jamie Kunitz,West,Consumer
FM-14215,Filia McAdams,East,Corporate
ED-13885,Emily Ducich,West,Home Office
DA-13450,Dianna Arnett,Central,Home Office
JW-15955,Joni Wasserman,West,Consumer
RM-19375,Raymond Messe,Central,Consumer
ML-17755,Max Ludwig,South,Home Office
CC-12685,Craig Carroll,South,Consumer
JE-15610,Jim Epp,Central,Corporate
RP-19855,Roy Phan,Central,Corporate
TB-21175,Thomas Boland,Central,Corporate
BE-11455,Brad Eason,Central,Home Office
JF-15565,Jill Fjeld,Central,Consumer
PB-19210,Phillip Breyer,Central,Corporate
BT-11680,Brian Thompson,East,Consumer
JL-15235,Janet Lee,Central,Consumer
CH-12070,Cathy Hwang,South,Home Office
ND-18460,Neil Ducich,South,Corporate
BF-10975,Barbara Fisher,South,Corporate
KH-16330,Katharine Harms,South,Corporate
GW-14605,Giulietta Weimer,West,Consumer
NC-18625,Noah Childs,West,Corporate
ME-18010,Michelle Ellison,West,Corporate
BP-11230,Benjamin Patterson,West,Consumer
JC-15775,John Castell,Central,Consumer
AS-10090,Adam Shillingsburg,South,Consumer
AC-10450,Amy Cox,Central,Consumer
MD-17860,Michael Dominguez,Central,Corporate
DB-13660,Duane Benoit,East,Consumer
EH-13990,Erica Hackney,South,Consumer
EH-13765,Edward Hooks,East,Corporate
SC-20230,Scot Coram,Central,Corporate
JE-15715,Joe Elijah,West,Consumer
AC-10615,Ann Chong,East,Corporate
JD-16015,Joy Daniels,Central,Consumer
CB-12415,Christy Brittain,East,Consumer
JS-16030,Joy Smith,Central,Consumer
LW-17215,Luke Weiss,West,Consumer
SC-20800,Stuart Calhoun,Central,Consumer
AM-10705,Anne McFarland,South,Consumer
RH-19510,Rick Huthwaite,East,Home Office
CT-11995,Carol Triggs,Central,Consumer
MC-17590,Matt Collister,East,Corporate
CC-12610,Corey Catlett,East,Corporate
KA-16525,Kelly Andreada,West,Consumer
TC-20980,Tamara Chand,West,Corporate
BF-11080,Bart Folk,East,Consumer
MM-17260,Magdelene Morse,East,Consumer
AH-10120,Adrian Hane,West,Home Office
BW-11200,Ben Wallace,South,Consumer
SW-20245,Scot Wooten,West,Consumer
BS-11665,Brian Stugart,East,Consumer
RF-19345,Randy Ferguson,East,Corporate
WB-21850,William Brown,East,Consumer
TB-21625,Trudy Brown,Central,Consumer
AF-10870,Art Ferguson,Central,Consumer
RB-19435,Richard Bierner,Central,Consumer
KF-16285,Karen Ferguson,West,Home Office
JH-15820,John Huston,East,Consumer
IL-15100,Ivan Liston,West,Consumer
PB-18805,Patrick Bzostek,West,Home Office
RH-19600,Rob Haberlin,South,Consumer
AW-10930,Arthur Wiediger,Central,Home Office
ML-17410,Maris LaWare,East,Consumer
DB-13555,Dorothy Badders,South,Corporate
MH-17620,Matt Hagelstein,West,Corporate
DK-13375,Dennis Kane,East,Consumer
BT-11440,Bobby Trafton,West,Consumer
DB-13405,Denny Blanton,Central,Consumer
TG-21310,Toby Gnade,West,Consumer
BF-11005,Barry Franz,West,Home Office
JM-16195,Justin MacKendrick,West,Consumer
MZ-17335,Maria Zettner,West,Home Office
MW-18220,Mitch Webber,East,Consumer
MV-17485,Mark Van Huff,South,Consumer
SM-20320,Sean Miller,South,Home Office
TP-21415,Tom Prescott,West,Consumer
JK-15625,Jim Karlsson,West,Consumer
PJ-18835,Patrick Jones,South,Corporate
RS-19420,Ricardo Sperren,West,Corporate
SV-20935,Susan Vittorini,East,Consumer
BC-11125,Becky Castell,West,Home Office
EM-13825,Elizabeth Moffitt,Central,Corporate
BM-11575,Brendan Murry,East,Corporate
KN-16705,Kristina Nunn,West,Home Office
KW-16570,Kelly Williams,South,Consumer
SC-20260,Scott Cohen,West,Corporate
CV-12295,Christina VanderZanden,West,Consumer
SG-20605,Speros Goranitis,East,Consumer
TM-21010,Tamara Manning,West,Consumer
EM-13810,Eleni McCrary,West,Corporate
ML-18040,Michelle Lonsdale,West,Corporate
CR-12580,Clay Rozendal,Central,Home Office
AZ-10750,Annie Zypern,East,Consumer
PW-19240,Pierre Wener,West,Consumer
SC-20380,Shahid Collister,West,Consumer
CM-11935,Carlos Meador,South,Consumer
GM-14695,Greg Maxwell,West,Corporate
TB-21250,Tim Brockman,East,Consumer
JM-15865,John Murray,East,Consumer
SC-20575,Sonia Cooley,Central,Consumer
LS-17200,Luke Schmidt,Central,Corporate
RR-19315,Ralph Ritter,West,Consumer
DB-12910,Daniel Byrd,South,Home Office
TT-21220,Thomas Thornton,Central,Consumer
LO-17170,Lori Olson,West,Corporate
KD-16615,Ken Dana,West,Corporate
NB-18580,Nicole Brennan,East,Corporate
BD-11635,Brian Derr,South,Consumer
CM-12235,Chris McAfee,Central,Consumer
EN-13780,Edward Nazzal,East,Consumer
KN-16450,Kean Nguyen,South,Corporate
BO-11350,Bill Overfelt,West,Corporate
AG-10300,Aleksandra Gannaway,West,Corporate
MC-17635,Matthew Clasen,Central,Corporate
TA-21385,Tom Ashbrook,East,Home Office
JF-15295,Jason Fortune-,West,Consumer
